"","X","favorite_count","id","retweet_count","timestamp","user_follower_count","user_id","user_screen_name","true_indicator","original_tweet","polarity","subjectivity","cat_polarity"
"497",524,9,9.75e+17,9,"Fri Mar 16 13:59:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"#DidYouKnow a number of #vaccines exist to help protect you, your family, and your community from infectious diseases. Find out from @GensUnited @geronsociety what vaccines are available, and ask for more info from #healthcare providers https://t.co/SMxtzrcz0g",0.4,0.4,"positive"
"498",525,4,9.74e+17,4,"Wed Mar 14 21:44:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"A vaccinationed #workforce is a healthier one, as vaccine-preventable diseases like #influenza, #shingles &amp; #pneumonia can cause serious illness resulting in missed days of work @TotalWellnessUs https://t.co/jerAhcRuSt",-0.333333333,0.666666667,"negative"
"499",526,0,9.74e+17,3,"Tue Mar 13 16:17:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"Do you need #immunisation? The #vaccines individuals require can depend on a number of different factors, including health, age, lifestyle &amp; occupation. Consult @BetterHealthGov infographic for more information: https://t.co/RXcsXATwqh #VaccinesWork",0,0.6,"neutral"
"500",527,0,9.72e+17,1,"Thu Mar 08 20:14:46 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"#vaccination is an key area of focus at #IFA2018. For more information on the @IntFedAgeing 14th Global Conference, visit https://t.co/uM6Szdz60u https://t.co/K7htY5AEci",0,0.5,"neutral"
"501",528,0,9.72e+17,0,"Wed Mar 07 22:01:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"@PHAC_GC infographic demonstrates #vaccination's monumental positive effect on health outcomes #VaccinesWork https://t.co/2S3f8SKeTQ",0.227272727,0.545454545,"positive"
"502",529,0,9.67e+17,0,"Sat Feb 24 14:58:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"@NewYorker ""Why Facts Don‚Äôt Change Our Minds"" uses #vaccination as an example of how difficult it can be to change our beliefs about something, even if there is evidence to the contrary, and even if those beliefs may be life-threatening https://t.co",-0.5,1,"negative"
"503",530,1,9.67e+17,0,"Sat Feb 24 07:01:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"@NFIDvaccines ""Vaccines aren't just for children"" - #healthcare professionals are knowledgeable about #vaccination for all ages - if you have questions, ask! #KnowYourRisk #GetVaccinated #VaccinesWork https://t.co/gA1kTixvWi",0,0,"neutral"
"504",531,1,9.67e+17,0,"Fri Feb 23 16:26:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"#DYK ""#HerdImmunity only works if most people in the population are vaccinated. If people are not vaccinated, herd immunity is not guaranteed to protect them."" @OxVaccineGroup https://t.co/Vluu7ay5D4 #GetVaccinated",0,0,"neutral"
"505",532,0,9.66e+17,0,"Tue Feb 20 14:17:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"@cnnhealth ""The flu #vaccine may have an important benefit beyond protecting against #influenza, it may also prevent heart attacks, especially in those at high risk"" @PublicHealthON https://t.co/7F6tLtAS2G #VaccinesWork",0.36,1,"positive"
"506",533,16,9.65e+17,14,"Fri Feb 16 21:47:00 +0000 2018",603,8.16e+17,"b'vaccines4life'",1,"""It's wise to add #vaccination to your to-do list, to give your immune system a much needed boost &amp; you the protection that you need"" @VaccinesToday https://t.co/6IkhAwWpbc",0.45,0.55,"positive"
"507",534,5,1e+18,1,"Wed May 30 14:32:42 +0000 2018",3659,268925053,"b'momswhovax'",1,"Why are you a vaccine advocate - https://t.co/cyMJmOtlVr",0,0,"neutral"
"508",535,1,9.81e+17,1,"Tue Apr 03 20:27:59 +0000 2018",3659,268925053,"b'momswhovax'",1,"How are you reaching dads about vaccines? - https://t.co/TTqA6DJXFW",0,0,"neutral"
"509",536,1,9.72e+17,2,"Fri Mar 09 18:18:30 +0000 2018",3659,268925053,"b'momswhovax'",1,"Parenting and vaccines, like two peas in a pod - https://t.co/QXGJM2bOfJ",0,0,"neutral"
"510",537,0,9.71e+17,1,"Tue Mar 06 17:34:57 +0000 2018",3659,268925053,"b'momswhovax'",1,"What do you know about vaccines and parenting? - https://t.co/2AVtS46y4c",0,0,"neutral"
"511",538,4,9.41e+17,2,"Tue Dec 12 17:05:38 +0000 2017",3659,268925053,"b'momswhovax'",1,"Can you talk to a vaccine hesitant friend? - https://t.co/AMTyCSFdlk",0,0,"neutral"
"512",539,2,9.35e+17,2,"Mon Nov 27 16:00:08 +0000 2017",3659,268925053,"b'momswhovax'",1,"Can you talk to a vaccine hesitant friend? - https://t.co/OUppDrYJ8z",0,0,"neutral"
"513",540,4,9.21e+17,2,"Wed Oct 18 19:03:57 +0000 2017",3659,268925053,"b'momswhovax'",1,"#FightFlu and engage vaccine hesitancy - https://t.co/6pHn79YjP2",0,0,"neutral"
"514",541,2,8.51e+17,0,"Mon Apr 10 15:04:24 +0000 2017",3659,268925053,"b'momswhovax'",1,"Today on the @momswhovax blog: ""Blame Vax Avoidance on Vax Avoidance, Not Refugees"": https://t.co/zhNavpPsSe #vaccineswork #RefugeesWelcome",0,0,"neutral"
"515",542,0,8.12e+17,1,"Wed Dec 21 15:06:48 +0000 2016",3659,268925053,"b'momswhovax'",1,"We have a big announcement today - https://t.co/7IRFRnuyeG #whyivax #vaccineswork #vaccines",0,0.1,"neutral"
"516",543,2,7.99e+17,1,"Thu Nov 17 18:49:53 +0000 2016",3659,268925053,"b'momswhovax'",1,"Do you know the vaccine heroes? - https://t.co/8U0jfAICyy",0,0,"neutral"
"517",544,1,7.94e+17,0,"Thu Nov 03 17:46:57 +0000 2016",3659,268925053,"b'momswhovax'",1,"@rcchamberlain1 @StarTribune @jimabeler Yes they are. They are trying to change state immunization law to make it easier to skip vaccines.",0,0,"neutral"
"518",545,1,7.94e+17,0,"Thu Nov 03 17:45:12 +0000 2016",3659,268925053,"b'momswhovax'",1,"@rcchamberlain1 @StarTribune @jimabeler We are vaccine advocates, Roger. This is what we do. We understand the issue. We'll be in touch.",0,0,"neutral"
"519",546,0,7.94e+17,0,"Thu Nov 03 17:42:34 +0000 2016",3659,268925053,"b'momswhovax'",1,"@rcchamberlain1 @StarTribune @jimabeler &amp; if you don't know why cancer patients are vulnerable to vaccine-preventable disease, that's scary",-0.5,0.75,"negative"
"520",547,5,7.94e+17,0,"Thu Nov 03 17:41:16 +0000 2016",3659,268925053,"b'momswhovax'",1,"Baseless attacks? When moms are simply asking you why you're meeting with anti-vaccine activists on taxpayer time and money? https://t.co/0m1Q850xE1",0,0.357142857,"neutral"
"521",548,0,7.94e+17,0,"Thu Nov 03 17:33:42 +0000 2016",3659,268925053,"b'momswhovax'",1,"@rcchamberlain1 @StarTribune @jimabeler Will you set aside time in the State capitol building to meet with pro-vaccine parents &amp; providers?",0,0,"neutral"
"522",549,0,7.94e+17,0,"Thu Nov 03 17:32:39 +0000 2016",3659,268925053,"b'momswhovax'",1,"@rcchamberlain1 @StarTribune @jimabeler What about the 90% of parents who vaccinate and are concerned about their neighbors w/cancer?",0,0,"neutral"
"523",550,0,7.94e+17,0,"Thu Nov 03 17:11:41 +0000 2016",3659,268925053,"b'momswhovax'",1,"@Lakeshore_Wkly Please get comment from Cindy Pugh about why she's meeting with anti-vaccine activists at the State Capitol today.",0,0,"neutral"
"524",551,4,7.88e+17,4,"Tue Oct 18 19:21:28 +0000 2016",3659,268925053,"b'momswhovax'",1,"What do you know about vaccine hesitancy? - https://t.co/cG3cwHx8xY",0,0,"neutral"
"525",552,10,7.82e+17,8,"Fri Sep 30 20:41:01 +0000 2016",3659,268925053,"b'momswhovax'",1,"These are my vaxxed babies. Mama got vaxxed, too. #FightFlu #IVaccinate @voices4vaccines https://t.co/YSfE2SYSc5",0,0,"neutral"
"526",553,5,7.62e+17,0,"Fri Aug 05 13:34:49 +0000 2016",3659,268925053,"b'momswhovax'",1,"Day: made. #vaccineswork https://t.co/XTcvGsDEiK",0,0,"neutral"
"527",554,3,7.53e+17,5,"Tue Jul 12 18:38:10 +0000 2016",3659,268925053,"b'momswhovax'",1,"Worth emphasis. Large #measles outbreak in #Arizona likely aided by vaccine refusal: https://t.co/QQrHu3fsFG via @BadAstronomer",0.171428571,0.50952381,"positive"
"528",555,2,7.53e+17,0,"Tue Jul 12 18:36:22 +0000 2016",3659,268925053,"b'momswhovax'",1,"The community at large thanks them, and their infant, if she could, would thank them, too. #vaccineswork https://t.co/MvhwNhNzMc",0.207142857,0.314285714,"positive"
"529",556,4,7.51e+17,1,"Wed Jul 06 15:01:16 +0000 2016",3659,268925053,"b'momswhovax'",1,"Not  a ""rant,"" @NYDailyNews--this is a cri de couer from a mother whose child shouldn't have been ill. #vaccineswork https://t.co/3RVsNS1MJ8",-0.5,1,"negative"
"530",557,4,7.51e+17,1,"Wed Jul 06 15:00:06 +0000 2016",3659,268925053,"b'momswhovax'",1,"So @worenst just followed Moms Who Vax and we're feeling pretty famous. #vaccineswork",0.375,1,"positive"
"531",558,2,7.43e+17,1,"Tue Jun 14 03:38:45 +0000 2016",3659,268925053,"b'momswhovax'",1,"@facebook should crack down on these anti-vax criminals. Smells Like Desperation https://t.co/rLDVhsg2qC @voices4vaccines",0,0,"neutral"
"532",559,23,7.36e+17,3,"Fri May 27 17:08:44 +0000 2016",3659,268925053,"b'momswhovax'",1,"I don't vaccinate my kids. #MakeMeMadIn5Words",0,0,"neutral"
"533",560,1,7.31e+17,1,"Fri May 13 18:44:13 +0000 2016",3659,268925053,"b'momswhovax'",1,"While #MA #measles patient zero had a choice to vaccinate, those exposed did not have a choice regarding exposure, including infants.",0,0,"neutral"
"534",561,0,7.31e+17,0,"Fri May 13 18:40:56 +0000 2016",3659,268925053,"b'momswhovax'",1,"@CCFORHC Again, you violate the ""bodily integrity"" of a cancer patient by exposing her to measles b/c you didn't vaccinate.",0,0.1,"neutral"
"535",562,0,7.31e+17,0,"Thu May 12 18:05:29 +0000 2016",3659,268925053,"b'momswhovax'",1,"What??? #dogs #doglovers #vaccineswork #insane https://t.co/rTOokzNLiw",-1,1,"negative"
"536",563,10,7.31e+17,4,"Thu May 12 16:13:35 +0000 2016",3659,268925053,"b'momswhovax'",1,"If you are vax-hesitant, take a step back and ask if those telling you vaccines are dangerous seem like reasonable individuals.",-0.133333333,0.5,"negative"
"537",564,0,7.28e+17,0,"Thu May 05 17:39:54 +0000 2016",3659,268925053,"b'momswhovax'",1,"Misleading, and easily answered. Vax did not cause your pneumonia. Illnesses followed two vaccinations https://t.co/prE8zW58Bd",0.433333333,0.833333333,"positive"
"538",565,3,7.28e+17,0,"Tue May 03 17:59:54 +0000 2016",3659,268925053,"b'momswhovax'",1,"With a sick kid the last few days, been thinking abt how scary it must be for no-vax parents when their kids get sick. #vaccineswork",-0.482142857,0.695238095,"negative"
"539",566,5,7.27e+17,0,"Mon May 02 20:44:38 +0000 2016",3659,268925053,"b'momswhovax'",1,"When you can say your kid is up to date on all vaccines at a crucial moment, it saves time and potentially unnecessary interventions.",-0.2,0.95,"negative"
"540",567,13,7.27e+17,0,"Mon May 02 20:44:04 +0000 2016",3659,268925053,"b'momswhovax'",1,"Took my daughter to urgent care this weekend with high fever and when doc asked if she was up to date on all vaccines, I was able to say YES",0.33,0.5825,"positive"
"541",568,2,7.27e+17,1,"Mon May 02 16:46:52 +0000 2016",3659,268925053,"b'momswhovax'",1,"Texas lucky to have @jasonvillalba and @mySA: Too many vaccination exemptions https://t.co/lVoUrNd2J7 via @mySA",0.416666667,0.666666667,"positive"
"542",569,2,7.27e+17,0,"Mon May 02 16:45:30 +0000 2016",3659,268925053,"b'momswhovax'",1,"Editorial: State should stop misuse of vaccine exemption https://t.co/ats49PLDpw via @DMRegister",0,0,"neutral"
"543",570,0,7.27e+17,2,"Mon May 02 16:41:01 +0000 2016",3659,268925053,"b'momswhovax'",1,"Dr. Manoj Jain: Measles outbreak shows consequences of vaccination myths https://t.co/NravvjIGZj",0,0,"neutral"
"544",0,47,1e+18,33,"Tue Jun 05 15:13:08 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"It’s no wonder another study showed confidence in #vaccine safety among US parents has dropped 11 percent in recent years. Visit https://t.co/X4xPi6ygDJ to learn the results of INDEPENDENT research at leading universities worldwide. https://t.co/icyjjFabK4",0,0.1875,"neutral"
"545",1,0,1e+18,0,"Mon Jun 04 17:17:04 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"@PhRMA Northwest Bio webcast of dendritic cell vaccine for #glioblastoma gives real hope where none existed. Blended blinded data shows encouraging survival and safety https://t.co/9WxLF3hfpW",0.2,0.3,"positive"
"546",2,61,1e+18,63,"Sat May 26 21:12:05 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Ethical questions surround vaccine to reduce fertility funded by the Gates Foundation - The Sunday Guardian Live https://t.co/tSpKBJZlnc",0.168181818,0.55,"positive"
"547",3,3,1e+18,3,"Sat May 26 16:58:53 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Singapore, a country recently noted for its good population health, only has two required #vaccines, Diphtheria and Measles, fewer are recommended and are optional, and precautions are clearly stated https://t.co/MlI9aadcEj",0.266666667,0.411111111,"positive"
"548",4,4,1e+18,3,"Sat May 26 16:44:35 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Del Bigtree asks, How can the science be settled when it comes to #vaccines when different countries have different schedules, and more doses keep getting added due to vaccine failure? Watch https://t.co/imT0p9cze2",-0.110416667,0.46875,"negative"
"549",5,7,1e+18,10,"Fri May 25 20:47:02 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"An ongoing series of admirably methodical studies also have confirmed a number of other post-vaccination clinical symptoms associated with MMF. #Vaccination #CMSRI https://t.co/gKVNaywa7N https://t.co/JxmRYTWwhd",0.4,1,"positive"
"550",6,13,1e+18,13,"Fri May 25 12:53:44 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"#Ebola hype is a prelude to a new mandated #vaccine that was not tested in placebo controlled trials - Find out more https://t.co/Pkd2JqPJFI",0.136363636,0.454545455,"positive"
"551",7,4,9.99e+17,5,"Wed May 23 20:10:09 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Did you know #vaccine safety was a topic of an international scientific conference? The 11th International Congress on Autoimmunity featured scientific talks on vaccines and adverse reactions, Autoimmunity, Alzheimer's&amp; autism https://t.co/imT0p9cze2",0,0,"neutral"
"552",8,57,9.99e+17,46,"Mon May 21 21:02:40 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"The first-of-its-kind study of #vaccinated vs. unvaccinated American homeschooled children shows who is really ailing…and parents should be worried https://t.co/RKdj1fgP99 https://t.co/3zfZ1ctID3",0.1,0.1,"positive"
"553",9,22,9.99e+17,24,"Mon May 21 15:07:10 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"We now have the putative link between vaccination and ASD, the link being the inclusion of an aluminium adjuvant in the #vaccine. https://t.co/ix3wbUqps0 #Autism",-0.066666667,0.4,"negative"
"554",10,29,9.98e+17,33,"Sun May 20 17:51:58 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"If you are concerned about the safety of too many vaccines given too soon, the best thing you can do to help is to WATCH and SHARE this SUPERSTARS of SCIENCE video -and RT. https://t.co/imT0p9ua5A #autism #autoimmunity #alzheimers #allergies #ADD/ADHD",0.75,0.4,"positive"
"555",11,11,9.98e+17,10,"Sun May 20 12:11:23 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"SUPERSTARS OF SCIENCE @delbigtree and Professor Christopher Exley, PHD explain deep truths about the vaccine industry....get ready to ""engage your critically thinking mind!"" #alzheimers #autoimmunity #autism #aluminumtoxicity https://t.co/imT0p9cze2",0.066666667,0.566666667,"positive"
"556",12,7,9.98e+17,6,"Sat May 19 15:07:16 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"An ongoing series of admirably methodical studies also have confirmed a number of other post-vaccination clinical symptoms associated with MMF. #Vaccination #CMSRI https://t.co/8haMnGqqtJ https://t.co/6kInCgg4uh",0.4,1,"positive"
"557",13,3,9.97e+17,8,"Fri May 18 15:07:04 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"What's in today's #vaccines for teens? What potential adverse reactions should you watch for? What countries are reporting soaring HPV vaccine-related illnesses? Find out lots more in our new eBook and Journal. https://t.co/hK3Z3AY8lo https://t.co/qZ8j8XwxcL",0.068181818,0.727272727,"positive"
"558",14,36,9.97e+17,33,"Thu May 17 19:31:36 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"The extraordinary team that is bringing real science to the question of #vaccine safety. Claire Dwoskin @CMSRIResearch, Del BigTree and team @HighWireTalk and Dr. Christopher Exley. https://t.co/GFM8k2Eo0d",0.266666667,0.65,"positive"
"559",15,19,9.97e+17,21,"Thu May 17 13:12:58 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"The symptoms of #Autoimmune Syndromes Induced by Adjuvants (ASIA) like #aluminum adjuvants found in many #vaccines: https://t.co/F0XQHw39sQ",0.5,0.5,"positive"
"560",16,3,9.97e+17,6,"Wed May 16 15:39:59 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"“Can we be sure that the benefits of #vaccines outweigh the risks?” asks @Vaxxed producer @DelBigTree of scientists gathered at Int’l Symposium on Vaccines in Lisbon. Crickets...",0.5,0.888888889,"positive"
"561",17,3,9.96e+17,6,"Tue May 15 18:10:57 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Don’t miss the presentation on “HPV and Lupus: the virus, the vaccine and the disease” Read the abstract at https://t.co/StGZm8UVVX #Autoimmunity2018 #Vaccinesafety #HPV #Autoimmunity #Immunology #ASIASyndrome #ASIA https://t.co/jg1BjCvclQ",0,0,"neutral"
"562",18,6,9.96e+17,10,"Tue May 15 15:12:03 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Don’t miss the presentation on “Suspected adverse effects after HPV: a temporal relationship between vaccine administration and the appearance of symptoms in Japan” Read the abstract at https://t.co/cVz1322LjF #Autoimmunity2018 #Vaccinesafety #HPV #Autoimmunity #Immunology https://t.co/C79Psqcab3",0,0,"neutral"
"563",19,1,9.96e+17,5,"Mon May 14 15:06:03 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"The CDC voted 12 to 2 to return the nasal live attenuated influenza quadrivalent vaccine (LAIV4; FluMist, MedImmune) to its recommended flu vaccines for the 2018-19 flu season, after rejecting it in 2016-17 for ineffectiveness https://t.co/F0bjJGAsZF #Autoimmunity2018 https://t.co/WYyAYsKcts",0.136363636,0.5,"positive"
"564",20,12,9.96e+17,15,"Sun May 13 20:49:05 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"WHO advised to scale back use of controversial vaccine #Dengvaxia since it may put some kids at higher risk of developing severe dengue. Severe dengue fever can lead to internal bleeding, shock &amp; even death. https://t.co/SIH1aTeeie #Dengvaxiavaccine #Vaccine #Dengue https://t.co/B4WCOPftN0",0.2,0.3625,"positive"
"565",21,6,9.95e+17,6,"Sat May 12 18:09:51 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Previously, children ages 9 to 14 were required to get three doses of the (HPV) vaccine. In 2018, the CDC recommends only two doses for this age group. Children 15 and older should still receive three doses, the agency said. https://t.co/BJDBRHnra7 #HPV #Vaccine #HPVvaccine https://t.co/qJnRqP22vu",0,0.25,"neutral"
"566",22,1,9.95e+17,2,"Fri May 11 15:10:22 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"“This year's vaccine has been just 36% effective against both A and B virus strains, the US Centers for Disease Control and Prevention estimated in Thursday's Morbidity and Mortality Weekly Report.” https://t.co/1J0xwcD7uu #Fluvaccine #Vaccine #Influenzavaccine https://t.co/x3rjIQLR7l",0.6,0.8,"positive"
"567",23,3,9.94e+17,6,"Wed May 09 20:48:46 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Don’t miss the presentation on “Suspected adverse effects after HPV: a temporal relationship between vaccine administration and the appearance of symptoms in Japan” Read the abstract at https://t.co/grjAfn1eNP #Autoimmunity2018 #Vaccinesafety #HPV #Autoimmunity #Immunology https://t.co/0irA5IGQH3",0,0,"neutral"
"568",24,0,9.94e+17,2,"Wed May 09 18:07:46 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"In 2018 the CDC endorses add'l dose of MMR vaccine to those who rec'd 2 or &lt; doses during an outbreak; but also to wait for details from public health authorities before giving 3rd dose.  https://t.co/C8Z2ysZncg #Vaccines #HPV #MMR https://t.co/nxGkVjAacd",0,0.066666667,"neutral"
"569",25,11,9.94e+17,10,"Tue May 08 20:47:19 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"CDC warns new recommended Shingles vaccine may cause more reactions. In a study, 80% of recipients had reactions such as aches, fatigue and pain, and 17 percent had more serious reactions. https://t.co/d7zftkLllj #Autoimmunity2018 #Vaccine https://t.co/6gqgD9qO3M",-0.098484848,0.560606061,"negative"
"570",26,20,9.94e+17,29,"Tue May 08 15:11:22 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"The CDC voted 12 to 2 to return the nasal live attenuated influenza quadrivalent vaccine (LAIV4; FluMist, MedImmune) to its recommended flu vaccines for the 2018-19 flu season, after rejecting it in 2016-17 for ineffectiveness.  https://t.co/w3z8r0k5KY #Autoimmunity2018 https://t.co/722ao0Kf2B",0.136363636,0.5,"positive"
"571",27,2,9.94e+17,5,"Mon May 07 20:54:46 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"“This year's vaccine has been just 36% effective against both A and B virus strains, the US Centers for Disease Control and Prevention estimated in Thursday's Morbidity and Mortality Weekly Report.” https://t.co/FrwSRAzAgx #Fluvaccine #Vaccine #Influenzavaccine https://t.co/TfybLLl4xz",0.6,0.8,"positive"
"572",28,5,9.94e+17,3,"Mon May 07 18:12:24 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Don’t miss the presentation on “CHPV vaccination syndrome. A new tragic fibromyalgia model?” Read the abstract at https://t.co/C9yupKfuUv #Autoimmunity2018 #Vaccinesafety #HPV #Autoimmunity #Immunology #ASIASyndrome #ASIA https://t.co/gqITGVCseJ",-0.306818182,0.602272727,"negative"
"573",29,5,9.94e+17,5,"Mon May 07 15:12:21 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Don’t miss the presentation on “HPV and Lupus: the virus, the vaccine and the disease” Read the abstract at https://t.co/w6DJSLlkK8 #Autoimmunity2018 #Vaccinesafety #HPV #Autoimmunity #Immunology #ASIASyndrome #ASIA https://t.co/0zjeHBwQVT",0,0,"neutral"
"574",30,3,9.93e+17,5,"Sun May 06 20:52:05 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Don’t miss the presentation on “Cardiac arrest following HPV vaccination” Read the abstract at https://t.co/2SntpKBoZE #Autoimmunity2018 #Vaccinesafety #HPV #Autoimmunity #Immunology #ASIASyndrome #ASIA https://t.co/wxCBRgEcoA",-0.033333333,0.033333333,"negative"
"575",31,17,9.93e+17,16,"Sun May 06 18:07:01 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Children who had been #vaccinated within the prior three months had an 80 percent elevated risk of getting a new diagnosis of the eating disorder that has been increasing in recent years, compared to controls. https://t.co/w7oaZtzXOi #CMSRI https://t.co/iLnxheHeLN",0.045454545,0.234848485,"positive"
"576",32,0,9.93e+17,1,"Sat May 05 18:02:08 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Previously, children ages 9 to 14 were required to get three doses of the (HPV) vaccine. In 2018, the CDC recommends only two doses for this age group. Children 15 and older should still receive three doses, the agency said. https://t.co/maQrlApCa7 https://t.co/qCv31zufei",0,0.25,"neutral"
"577",33,3,9.92e+17,3,"Thu May 03 20:53:08 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Don’t miss the presentation on “Cardiac arrest following HPV vaccination” Read the abstract at https://t.co/OcJqhpOCal #Autoimmunity2018 #Vaccinesafety #HPV #Autoimmunity #Immunology #ASIASyndrome #ASIA https://t.co/zURDKQsQVh",-0.033333333,0.033333333,"negative"
"578",34,4,9.92e+17,10,"Thu May 03 18:09:12 +0000 2018",3587,2397798204,"b'CMSRIResearch'",0,"Don’t miss the presentation on “HPV and Lupus: the virus, the vaccine and the disease” Read the abstract at https://t.co/RenrDmREtZ #Autoimmunity2018 #Vaccinesafety #HPV #Autoimmunity #Immunology #ASIASyndrome #ASIA https://t.co/G3Eri0zeJs",0,0,"neutral"
"579",35,5,1e+18,4,"Wed Jun 06 10:42:59 +0000 2018",3857,7.92e+17,"b'ThisMomHCN'",0,"We will not allow the state to take away our right to resist toxic #vaccines made by the dishonest people who make them. Pan could care less about vaccine injured kids! #StopMandatoryVaccination #RunPanOutOfOffice
#RecallPan

Vote @JoinTravisAllen!
@POTUS https://t.co/l1B2ZHRX5Z",-0.06031746,0.367460317,"negative"
"580",36,22,1e+18,17,"Mon Jun 04 12:00:07 +0000 2018",3857,7.92e+17,"b'ThisMomHCN'",0,"It's time to take California back!
#StopMandatory #vaccination!
#VaccinesWork 4 those who profit! #Vaccines are #ChildAbuse and a #CrimeAgainstHumanity
@POTUS @VP @FLOTUS
#NoMandates
https://t.co/bcPIb9b829",0,0,"neutral"
"581",37,2,1e+18,0,"Sun Jun 03 13:13:33 +0000 2018",3857,7.92e+17,"b'ThisMomHCN'",0,"@crookedtrump12 Vaccines have never eradicated a disease. This is why we need a total moratorium on vaccines the public has been brainwashed. I did vaccinate, the flu shot nearly killed one of my kids.
#InjuredArmy
#HealthFreedom
@POTUS @VP @FLOTUS
https:",-0.066666667,0.272222222,"negative"
"582",38,15,1e+18,15,"Sat Jun 02 12:35:54 +0000 2018",3857,7.92e+17,"b'ThisMomHCN'",0,"Smoking gun: Baby monkeys given standard doses of popular #vaccines develop #autism symptoms
#VaccineInducedBrainInjury
#MedicalTyranny
#InjuredArmy
#InformedConsent
#HumanRights
#ParentalRights
#FirstDoNoHarm
@POTUS @VP @FLOTUS

@RealNewsTarget https://t.co/VEY1ADJ5cz https://t.co/W0SMAkZzi2",0.3,0.45,"positive"
"583",39,33,1e+18,24,"Sat Jun 02 03:22:15 +0000 2018",3857,7.92e+17,"b'ThisMomHCN'",0,"I find it extremely tragic that so many people are being mislead about #vaccines! When will the #media start telling them the TRUTH? 3.7 BILLION PAID
@POTUS @VP @FLOTUS
#HumanRights
#InformedConsent
#VaccinesCauseHarm
#HealthFreedom
https://t.co/I4Bs0Ydxp6
https://t.co/37O9enmj42 https://t.co/xrGuLt6sA6",-0.125,0.625,"negative"
"584",40,29,1e+18,22,"Fri Jun 01 15:43:07 +0000 2018",3857,7.92e+17,"b'ThisMomHCN'",0,"We have video of many doctors coming forward to take a stand against #vaccines and fight for the #health &amp; #safety of our #children!

#OurChildrensHealthIsNot4Sale!
#VaccinesWork 4 those who profit
#ParentalRights
@POTUS @VP @FLOTUS
https://t.co/4nzrZW19RP
https://t.co/vWWYO5BOZk",0.5,0.5,"positive"
"585",41,9,1e+18,6,"Fri Jun 01 14:37:55 +0000 2018",3857,7.92e+17,"b'ThisMomHCN'",0,"I know parents w vaccine injured kids are horrible people BECAUSE THEY DON'T WANT TO SEE OTHER KIDS SUFFER! <f0><U+009F><U+00A4><U+0094>
When U Hear “#Antivxxer” think “Parent of a #VaccineDisabledChild”
@POTUS
https://t.co/Wvq5HAL4h1
https://t.co/Ge9wfdnY7s
https://t.co/Adr3uCRs31
https://t.co/jqnNRN9rWI https://t.co/317S5TKwZN",-1,1,"negative"
"586",44,57,1e+18,53,"Mon Jun 04 17:30:08 +0000 2018",131773,15843059,"b'HealthRanger'",0,"Last year’s flu vaccine was a total bust, yet the CDC claims it was a 'grand success' - Here’s the truth of what happened: https://t.co/c7K7piv7e9 #vaccines #health #BigPharma",0.2,0.454166667,"positive"
